BMI,Breakfast 1,Breakfast 2,Lunch 1,Lunch 2,Dinner 1,Dinner 2,Food Type,BMR,Total Calories
20.2,Poha,Coconut Water,Dal Tadka with Brown Rice,Papad (roasted),Grilled Vegetables,Roti,Veg,1733,2122
28.2,Ragi Dosa,Coconut Water,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Kadhi with Brown Rice,Millet Roti,Veg,1999,2377
27.0,Smoothie Bowl,Lassi (low-fat),Rajma with Brown Rice,Sprouts,Baingan Bharta,Ragi Dosa,Veg,1745,2192
25.3,Poha,Green Tea,Palak Paneer with Roti,Yogurt (low-fat),Grilled Vegetables,Chapati,Veg,1750,2143
28.2,Idli with Sambar,Green Tea,Dal Tadka with Brown Rice,Salad,Palak Paneer,Millet Roti,Veg,1582,2038
20.5,Poha,Green Tea,Rajma with Brown Rice,Raita (low-fat),Mixed Veg Curry,Quinoa,Veg,1989,2364
19.0,Smoothie Bowl,Green Tea,Dal Tadka with Brown Rice,Raita (low-fat),Grilled Vegetables,Phulka,Veg,1580,1799
22.8,Smoothie Bowl,Coconut Water,Palak Paneer with Roti,Yogurt (low-fat),Vegetable Soup,Quinoa,Veg,1554,1931
20.8,Multigrain Paratha,Orange Juice,Paneer Bhurji with Chapati,Steamed Vegetables,Aloo Gobi,Millet Roti,Veg,1835,2096
20.0,Upma,Banana,Quinoa Salad,Cucumber,Mixed Veg Curry,Phulka,Veg,1857,2125
23.7,Ragi Dosa,Green Tea,Vegetable Stir Fry with Brown Rice,Papad (roasted),Palak Paneer,Millet Roti,Veg,1515,1956
23.6,Vegetable Sandwich,Buttermilk,Paneer Bhurji with Chapati,Fruit Salad,Mixed Veg Curry,Brown Rice,Veg,1465,1685
26.5,Multigrain Paratha,Green Tea,Rajma with Brown Rice,Papad (roasted),Mixed Veg Curry,Ragi Dosa,Veg,1810,2288
27.7,Poha,Coconut Water,Paneer Bhurji with Chapati,Yogurt (low-fat),Grilled Vegetables,Chapati,Veg,1796,2147
18.9,Vegetable Sandwich,Papaya,Palak Paneer with Roti,Yogurt (low-fat),Baingan Bharta,Millet Roti,Veg,1615,1861
25.0,Upma,Apple,Chole with Chapati,Papad (roasted),Vegetable Soup,Ragi Dosa,Veg,1667,1947
24.0,Poha,Banana,Paneer Bhurji with Chapati,Fruit Salad,Mixed Veg Curry,Whole Wheat Naan,Veg,1755,2111
25.1,Multigrain Paratha,Papaya,Chole with Chapati,Cucumber,Grilled Vegetables,Chapati,Veg,1551,1889
25.0,Upma,Buttermilk,Vegetable Stir Fry with Brown Rice,Sprouts,Aloo Gobi,Roti,Veg,1945,2416
19.4,Upma,Green Tea,Quinoa Salad,Cucumber,Bhindi Masala,Roti,Veg,1764,2198
20.9,Idli with Sambar,Coconut Water,Chole with Chapati,Cucumber,Baingan Bharta,Roti,Veg,1817,2217
21.7,Multigrain Paratha,Papaya,Palak Paneer with Roti,Raita (low-fat),Grilled Vegetables,Whole Wheat Naan,Veg,1414,1683
21.9,Smoothie Bowl,Coconut Water,Dal Tadka with Brown Rice,Raita (low-fat),Palak Paneer,Whole Wheat Naan,Veg,1746,2129
27.3,Poha,Buttermilk,Paneer Bhurji with Chapati,Raita (low-fat),Mixed Veg Curry,Phulka,Veg,1506,1765
22.4,Oats,Apple,Paneer Bhurji with Chapati,Papad (roasted),Palak Paneer,Millet Roti,Veg,1805,2101
19.7,Smoothie Bowl,Lassi (low-fat),Dal Tadka with Brown Rice,Sprouts,Vegetable Soup,Chapati,Veg,1470,1747
29.5,Vegetable Sandwich,Apple,Rajma with Brown Rice,Salad,Aloo Gobi,Quinoa,Veg,1696,1923
22.8,Oats,Orange Juice,Dal Tadka with Brown Rice,Cucumber,Vegetable Soup,Brown Rice,Veg,1966,2450
24.9,Oats,Coconut Water,Dal Tadka with Brown Rice,Fruit Salad,Palak Paneer,Phulka,Veg,1863,2258
28.9,Oats,Lassi (low-fat),Rajma with Brown Rice,Salad,Palak Paneer,Quinoa,Veg,1432,1905
29.9,Oats,Green Tea,Paneer Bhurji with Chapati,Yogurt (low-fat),Palak Paneer,Whole Wheat Naan,Veg,1972,2312
26.3,Idli with Sambar,Orange Juice,Vegetable Stir Fry with Brown Rice,Cucumber,Grilled Vegetables,Quinoa,Veg,1798,2193
23.4,Upma,Coconut Water,Rajma with Brown Rice,Fruit Salad,Palak Paneer,Ragi Dosa,Veg,1486,1742
27.1,Poha,Lassi (low-fat),Quinoa Salad,Yogurt (low-fat),Mixed Veg Curry,Brown Rice,Veg,1991,2243
21.4,Multigrain Paratha,Apple,Chole with Chapati,Steamed Vegetables,Grilled Vegetables,Ragi Dosa,Veg,1899,2267
21.5,Upma,Coconut Water,Quinoa Salad,Papad (roasted),Grilled Vegetables,Quinoa,Veg,1857,2070
28.9,Poha,Orange Juice,Vegetable Stir Fry with Brown Rice,Sprouts,Palak Paneer,Brown Rice,Veg,1509,1749
23.3,Multigrain Paratha,Banana,Quinoa Salad,Sprouts,Palak Paneer,Roti,Veg,1703,1983
20.4,Multigrain Paratha,Apple,Quinoa Salad,Steamed Vegetables,Vegetable Soup,Chapati,Veg,1411,1714
20.0,Oats,Lassi (low-fat),Rajma with Brown Rice,Salad,Palak Paneer,Phulka,Veg,1633,1874
23.9,Oats,Buttermilk,Quinoa Salad,Cucumber,Aloo Gobi,Roti,Veg,1499,1719
22.9,Multigrain Paratha,Banana,Chole with Chapati,Yogurt (low-fat),Grilled Vegetables,Phulka,Veg,1621,2013
19.4,Idli with Sambar,Lassi (low-fat),Palak Paneer with Roti,Cucumber,Palak Paneer,Chapati,Veg,1548,1860
30.0,Smoothie Bowl,Buttermilk,Quinoa Salad,Salad,Aloo Gobi,Quinoa,Veg,1961,2231
18.7,Poha,Coconut Water,Paneer Bhurji with Chapati,Sprouts,Baingan Bharta,Whole Wheat Naan,Veg,1893,2108
25.3,Poha,Orange Juice,Vegetable Stir Fry with Brown Rice,Cucumber,Grilled Vegetables,Chapati,Veg,1802,2160
29.6,Vegetable Sandwich,Apple,Quinoa Salad,Fruit Salad,Kadhi with Brown Rice,Whole Wheat Naan,Veg,1909,2175
29.1,Vegetable Sandwich,Papaya,Dal Tadka with Brown Rice,Salad,Aloo Gobi,Phulka,Veg,1494,1835
23.8,Multigrain Paratha,Orange Juice,Quinoa Salad,Steamed Vegetables,Kadhi with Brown Rice,Ragi Dosa,Veg,1538,2019
25.9,Upma,Buttermilk,Palak Paneer with Roti,Raita (low-fat),Mixed Veg Curry,Chapati,Veg,1407,1731
20.3,Smoothie Bowl,Lassi (low-fat),Paneer Bhurji with Chapati,Sprouts,Baingan Bharta,Phulka,Veg,1689,2023
20.8,Poha,Orange Juice,Quinoa Salad,Salad,Mixed Veg Curry,Phulka,Veg,1737,2102
27.4,Oats,Banana,Palak Paneer with Roti,Raita (low-fat),Bhindi Masala,Roti,Veg,1425,1644
19.5,Smoothie Bowl,Papaya,Paneer Bhurji with Chapati,Steamed Vegetables,Grilled Vegetables,Roti,Veg,1970,2175
26.5,Idli with Sambar,Banana,Dal Tadka with Brown Rice,Yogurt (low-fat),Aloo Gobi,Whole Wheat Naan,Veg,1843,2112
23.6,Vegetable Sandwich,Banana,Rajma with Brown Rice,Cucumber,Palak Paneer,Quinoa,Veg,1495,1814
28.1,Ragi Dosa,Lassi (low-fat),Dal Tadka with Brown Rice,Yogurt (low-fat),Baingan Bharta,Whole Wheat Naan,Veg,1888,2356
26.2,Upma,Buttermilk,Rajma with Brown Rice,Steamed Vegetables,Grilled Vegetables,Brown Rice,Veg,1692,2187
26.3,Vegetable Sandwich,Lassi (low-fat),Rajma with Brown Rice,Cucumber,Palak Paneer,Chapati,Veg,1972,2279
19.4,Idli with Sambar,Papaya,Chole with Chapati,Yogurt (low-fat),Grilled Vegetables,Brown Rice,Veg,1836,2248
22.4,Ragi Dosa,Banana,Palak Paneer with Roti,Fruit Salad,Grilled Vegetables,Phulka,Veg,1615,1946
26.6,Oats,Papaya,Quinoa Salad,Sprouts,Palak Paneer,Chapati,Veg,1452,1679
21.9,Smoothie Bowl,Apple,Vegetable Stir Fry with Brown Rice,Salad,Kadhi with Brown Rice,Chapati,Veg,1631,1950
20.3,Multigrain Paratha,Orange Juice,Quinoa Salad,Yogurt (low-fat),Kadhi with Brown Rice,Chapati,Veg,1891,2262
27.9,Multigrain Paratha,Orange Juice,Paneer Bhurji with Chapati,Raita (low-fat),Kadhi with Brown Rice,Brown Rice,Veg,1768,2047
26.3,Multigrain Paratha,Buttermilk,Vegetable Stir Fry with Brown Rice,Cucumber,Aloo Gobi,Millet Roti,Veg,1552,1967
24.8,Poha,Orange Juice,Quinoa Salad,Fruit Salad,Palak Paneer,Millet Roti,Veg,1678,2110
23.2,Multigrain Paratha,Lassi (low-fat),Dal Tadka with Brown Rice,Cucumber,Kadhi with Brown Rice,Quinoa,Veg,1822,2110
19.6,Multigrain Paratha,Green Tea,Vegetable Stir Fry with Brown Rice,Fruit Salad,Baingan Bharta,Quinoa,Veg,1747,1995
23.2,Poha,Buttermilk,Palak Paneer with Roti,Papad (roasted),Bhindi Masala,Millet Roti,Veg,1727,2181
26.5,Poha,Lassi (low-fat),Paneer Bhurji with Chapati,Sprouts,Palak Paneer,Quinoa,Veg,1616,1872
25.2,Idli with Sambar,Apple,Palak Paneer with Roti,Cucumber,Baingan Bharta,Phulka,Veg,1424,1657
27.1,Poha,Coconut Water,Rajma with Brown Rice,Raita (low-fat),Palak Paneer,Roti,Veg,1693,2113
23.5,Idli with Sambar,Papaya,Dal Tadka with Brown Rice,Papad (roasted),Vegetable Soup,Millet Roti,Veg,1701,2148
24.5,Multigrain Paratha,Buttermilk,Chole with Chapati,Cucumber,Baingan Bharta,Chapati,Veg,1835,2333
28.4,Smoothie Bowl,Banana,Rajma with Brown Rice,Papad (roasted),Bhindi Masala,Phulka,Veg,1408,1678
22.0,Multigrain Paratha,Orange Juice,Chole with Chapati,Fruit Salad,Kadhi with Brown Rice,Chapati,Veg,1743,1992
19.3,Oats,Banana,Rajma with Brown Rice,Cucumber,Grilled Vegetables,Ragi Dosa,Veg,1814,2312
21.7,Smoothie Bowl,Banana,Palak Paneer with Roti,Papad (roasted),Baingan Bharta,Phulka,Veg,1720,1935
25.2,Poha,Buttermilk,Dal Tadka with Brown Rice,Yogurt (low-fat),Baingan Bharta,Ragi Dosa,Veg,1649,1924
26.7,Vegetable Sandwich,Coconut Water,Rajma with Brown Rice,Yogurt (low-fat),Palak Paneer,Whole Wheat Naan,Veg,1526,1982
23.0,Oats,Green Tea,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Kadhi with Brown Rice,Brown Rice,Veg,1646,2021
19.6,Upma,Coconut Water,Dal Tadka with Brown Rice,Fruit Salad,Baingan Bharta,Quinoa,Veg,1544,1962
25.6,Ragi Dosa,Green Tea,Rajma with Brown Rice,Yogurt (low-fat),Grilled Vegetables,Chapati,Veg,1672,2168
28.7,Idli with Sambar,Coconut Water,Rajma with Brown Rice,Cucumber,Palak Paneer,Quinoa,Veg,1915,2241
25.6,Oats,Papaya,Quinoa Salad,Yogurt (low-fat),Palak Paneer,Whole Wheat Naan,Veg,1552,2023
19.3,Smoothie Bowl,Lassi (low-fat),Paneer Bhurji with Chapati,Cucumber,Vegetable Soup,Phulka,Veg,1493,1731
28.4,Vegetable Sandwich,Buttermilk,Paneer Bhurji with Chapati,Yogurt (low-fat),Vegetable Soup,Phulka,Veg,1782,2013
19.4,Oats,Green Tea,Chole with Chapati,Fruit Salad,Palak Paneer,Phulka,Veg,1644,1859
23.3,Oats,Apple,Dal Tadka with Brown Rice,Yogurt (low-fat),Aloo Gobi,Brown Rice,Veg,1747,1969
29.0,Idli with Sambar,Green Tea,Quinoa Salad,Sprouts,Vegetable Soup,Whole Wheat Naan,Veg,1401,1806
25.1,Oats,Apple,Paneer Bhurji with Chapati,Raita (low-fat),Palak Paneer,Millet Roti,Veg,1718,2213
19.1,Vegetable Sandwich,Buttermilk,Palak Paneer with Roti,Fruit Salad,Baingan Bharta,Millet Roti,Veg,1448,1736
27.8,Oats,Papaya,Dal Tadka with Brown Rice,Cucumber,Kadhi with Brown Rice,Millet Roti,Veg,1742,1946
21.0,Idli with Sambar,Lassi (low-fat),Dal Tadka with Brown Rice,Steamed Vegetables,Kadhi with Brown Rice,Quinoa,Veg,1895,2297
26.7,Idli with Sambar,Banana,Dal Tadka with Brown Rice,Papad (roasted),Bhindi Masala,Roti,Veg,1790,2128
24.6,Ragi Dosa,Coconut Water,Palak Paneer with Roti,Raita (low-fat),Grilled Vegetables,Whole Wheat Naan,Veg,1425,1667
24.1,Smoothie Bowl,Orange Juice,Vegetable Stir Fry with Brown Rice,Sprouts,Bhindi Masala,Quinoa,Veg,1724,1924
25.0,Poha,Orange Juice,Vegetable Stir Fry with Brown Rice,Steamed Vegetables,Vegetable Soup,Phulka,Veg,1438,1745
22.2,Multigrain Paratha,Buttermilk,Dal Tadka with Brown Rice,Papad (roasted),Baingan Bharta,Roti,Veg,1498,1951
29.4,Smoothie Bowl,Lassi (low-fat),Dal Tadka with Brown Rice,Papad (roasted),Baingan Bharta,Quinoa,Veg,1782,2190
28.9,Poha,Apple,Rajma with Brown Rice,Salad,Bhindi Masala,Phulka,Veg,1736,2176
21.2,Smoothie Bowl,Lassi (low-fat),Palak Paneer with Roti,Steamed Vegetables,Baingan Bharta,Brown Rice,Veg,1693,1979
29.5,Upma,Apple,Rajma with Brown Rice,Raita (low-fat),Baingan Bharta,Phulka,Veg,1893,2233
19.0,Poha,Coconut Water,Palak Paneer with Roti,Papad (roasted),Kadhi with Brown Rice,Millet Roti,Veg,1746,2140
20.0,Upma,Banana,Quinoa Salad,Fruit Salad,Vegetable Soup,Ragi Dosa,Veg,1562,1909
23.9,Idli with Sambar,Banana,Paneer Bhurji with Chapati,Steamed Vegetables,Kadhi with Brown Rice,Roti,Veg,1978,2207
29.7,Poha,Coconut Water,Quinoa Salad,Papad (roasted),Baingan Bharta,Whole Wheat Naan,Veg,1591,1939
23.4,Idli with Sambar,Papaya,Vegetable Stir Fry with Brown Rice,Papad (roasted),Baingan Bharta,Ragi Dosa,Veg,1509,1712
19.8,Smoothie Bowl,Coconut Water,Vegetable Stir Fry with Brown Rice,Sprouts,Mixed Veg Curry,Phulka,Veg,1696,2147
22.9,Poha,Orange Juice,Quinoa Salad,Cucumber,Baingan Bharta,Chapati,Veg,1820,2210
27.2,Smoothie Bowl,Papaya,Paneer Bhurji with Chapati,Steamed Vegetables,Aloo Gobi,Chapati,Veg,1703,2121
28.6,Poha,Orange Juice,Rajma with Brown Rice,Papad (roasted),Bhindi Masala,Ragi Dosa,Veg,1807,2105
28.1,Idli with Sambar,Banana,Palak Paneer with Roti,Steamed Vegetables,Vegetable Soup,Roti,Veg,1799,2096
20.7,Smoothie Bowl,Banana,Dal Tadka with Brown Rice,Sprouts,Palak Paneer,Ragi Dosa,Veg,1404,1687
20.0,Idli with Sambar,Orange Juice,Palak Paneer with Roti,Salad,Grilled Vegetables,Chapati,Veg,1618,2037
23.9,Multigrain Paratha,Banana,Rajma with Brown Rice,Steamed Vegetables,Grilled Vegetables,Whole Wheat Naan,Veg,1934,2338
22.1,Upma,Apple,Vegetable Stir Fry with Brown Rice,Yogurt (low-fat),Grilled Vegetables,Whole Wheat Naan,Veg,1737,2061
20.4,Smoothie Bowl,Coconut Water,Paneer Bhurji with Chapati,Yogurt (low-fat),Baingan Bharta,Whole Wheat Naan,Veg,1752,2129
23.5,Multigrain Paratha,Green Tea,Quinoa Salad,Fruit Salad,Grilled Vegetables,Ragi Dosa,Veg,1606,1950
20.3,Oats,Buttermilk,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Baingan Bharta,Roti,Veg,1530,1939
28.6,Multigrain Paratha,Lassi (low-fat),Vegetable Stir Fry with Brown Rice,Papad (roasted),Baingan Bharta,Brown Rice,Veg,1443,1842
24.7,Poha,Papaya,Palak Paneer with Roti,Yogurt (low-fat),Baingan Bharta,Millet Roti,Veg,1490,1881
23.6,Idli with Sambar,Apple,Paneer Bhurji with Chapati,Yogurt (low-fat),Mixed Veg Curry,Millet Roti,Veg,1576,1986
20.7,Multigrain Paratha,Coconut Water,Palak Paneer with Roti,Cucumber,Baingan Bharta,Ragi Dosa,Veg,1775,2202
21.0,Ragi Dosa,Coconut Water,Dal Tadka with Brown Rice,Cucumber,Palak Paneer,Millet Roti,Veg,1746,1996
26.3,Smoothie Bowl,Buttermilk,Chole with Chapati,Salad,Palak Paneer,Whole Wheat Naan,Veg,1706,2147
22.5,Upma,Papaya,Dal Tadka with Brown Rice,Steamed Vegetables,Kadhi with Brown Rice,Millet Roti,Veg,1465,1692
21.9,Upma,Papaya,Rajma with Brown Rice,Papad (roasted),Vegetable Soup,Millet Roti,Veg,1696,2001
26.7,Ragi Dosa,Papaya,Paneer Bhurji with Chapati,Cucumber,Palak Paneer,Whole Wheat Naan,Veg,1818,2179
18.7,Oats,Banana,Chole with Chapati,Steamed Vegetables,Kadhi with Brown Rice,Phulka,Veg,1450,1927
20.5,Poha,Coconut Water,Dal Tadka with Brown Rice,Raita (low-fat),Mixed Veg Curry,Whole Wheat Naan,Veg,1655,1910
27.7,Upma,Apple,Vegetable Stir Fry with Brown Rice,Steamed Vegetables,Vegetable Soup,Roti,Veg,1493,1769
18.8,Poha,Papaya,Vegetable Stir Fry with Brown Rice,Papad (roasted),Bhindi Masala,Whole Wheat Naan,Veg,1759,2002
21.7,Multigrain Paratha,Orange Juice,Rajma with Brown Rice,Raita (low-fat),Bhindi Masala,Ragi Dosa,Veg,1673,2152
26.3,Oats,Buttermilk,Vegetable Stir Fry with Brown Rice,Sprouts,Bhindi Masala,Whole Wheat Naan,Veg,1568,1928
22.3,Smoothie Bowl,Papaya,Chole with Chapati,Fruit Salad,Kadhi with Brown Rice,Roti,Veg,1923,2188
26.5,Smoothie Bowl,Buttermilk,Paneer Bhurji with Chapati,Raita (low-fat),Bhindi Masala,Ragi Dosa,Veg,1514,1922
23.6,Ragi Dosa,Coconut Water,Palak Paneer with Roti,Yogurt (low-fat),Aloo Gobi,Whole Wheat Naan,Veg,1408,1690
23.8,Poha,Lassi (low-fat),Paneer Bhurji with Chapati,Sprouts,Baingan Bharta,Ragi Dosa,Veg,1757,2114
23.1,Upma,Papaya,Rajma with Brown Rice,Cucumber,Bhindi Masala,Roti,Veg,1690,2154
26.3,Multigrain Paratha,Green Tea,Chole with Chapati,Sprouts,Vegetable Soup,Quinoa,Veg,1831,2273
28.7,Vegetable Sandwich,Buttermilk,Paneer Bhurji with Chapati,Cucumber,Palak Paneer,Brown Rice,Veg,1941,2234
23.0,Upma,Green Tea,Paneer Bhurji with Chapati,Yogurt (low-fat),Kadhi with Brown Rice,Millet Roti,Veg,1983,2235
26.1,Upma,Orange Juice,Quinoa Salad,Papad (roasted),Mixed Veg Curry,Chapati,Veg,1489,1795
25.1,Idli with Sambar,Orange Juice,Rajma with Brown Rice,Sprouts,Kadhi with Brown Rice,Millet Roti,Veg,1808,2046
23.5,Poha,Orange Juice,Vegetable Stir Fry with Brown Rice,Steamed Vegetables,Grilled Vegetables,Millet Roti,Veg,1822,2167
22.6,Idli with Sambar,Green Tea,Dal Tadka with Brown Rice,Sprouts,Vegetable Soup,Brown Rice,Veg,1980,2459
29.7,Multigrain Paratha,Lassi (low-fat),Palak Paneer with Roti,Cucumber,Kadhi with Brown Rice,Whole Wheat Naan,Veg,1563,1786
30.0,Vegetable Sandwich,Orange Juice,Palak Paneer with Roti,Papad (roasted),Grilled Vegetables,Roti,Veg,1768,2173
25.7,Poha,Coconut Water,Vegetable Stir Fry with Brown Rice,Papad (roasted),Mixed Veg Curry,Whole Wheat Naan,Veg,1961,2333
20.7,Upma,Lassi (low-fat),Rajma with Brown Rice,Sprouts,Palak Paneer,Roti,Veg,1960,2219
22.0,Ragi Dosa,Lassi (low-fat),Paneer Bhurji with Chapati,Papad (roasted),Kadhi with Brown Rice,Phulka,Veg,1606,1950
24.1,Ragi Dosa,Banana,Palak Paneer with Roti,Steamed Vegetables,Baingan Bharta,Brown Rice,Veg,1853,2282
21.8,Smoothie Bowl,Lassi (low-fat),Chole with Chapati,Steamed Vegetables,Baingan Bharta,Brown Rice,Veg,1837,2188
20.1,Smoothie Bowl,Papaya,Dal Tadka with Brown Rice,Papad (roasted),Baingan Bharta,Chapati,Veg,1687,1908
21.5,Smoothie Bowl,Papaya,Dal Tadka with Brown Rice,Cucumber,Vegetable Soup,Ragi Dosa,Veg,1678,1933
22.8,Vegetable Sandwich,Papaya,Quinoa Salad,Yogurt (low-fat),Baingan Bharta,Phulka,Veg,1762,2058
22.0,Oats,Green Tea,Dal Tadka with Brown Rice,Yogurt (low-fat),Palak Paneer,Ragi Dosa,Veg,1823,2265
24.5,Multigrain Paratha,Lassi (low-fat),Quinoa Salad,Fruit Salad,Grilled Vegetables,Millet Roti,Veg,1852,2108
23.8,Multigrain Paratha,Green Tea,Vegetable Stir Fry with Brown Rice,Salad,Aloo Gobi,Brown Rice,Veg,1476,1696
25.5,Upma,Green Tea,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Vegetable Soup,Roti,Veg,1792,2244
21.6,Multigrain Paratha,Papaya,Palak Paneer with Roti,Yogurt (low-fat),Grilled Vegetables,Ragi Dosa,Veg,1866,2331
19.6,Multigrain Paratha,Green Tea,Rajma with Brown Rice,Steamed Vegetables,Vegetable Soup,Phulka,Veg,1791,2236
21.5,Smoothie Bowl,Coconut Water,Paneer Bhurji with Chapati,Papad (roasted),Grilled Vegetables,Ragi Dosa,Veg,1493,1853
23.3,Poha,Orange Juice,Palak Paneer with Roti,Papad (roasted),Bhindi Masala,Roti,Veg,1953,2188
20.2,Upma,Banana,Quinoa Salad,Yogurt (low-fat),Kadhi with Brown Rice,Roti,Veg,1692,1980
21.8,Multigrain Paratha,Buttermilk,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Palak Paneer,Quinoa,Veg,1794,2217
25.8,Idli with Sambar,Papaya,Vegetable Stir Fry with Brown Rice,Salad,Grilled Vegetables,Chapati,Veg,1413,1716
23.8,Multigrain Paratha,Apple,Quinoa Salad,Yogurt (low-fat),Palak Paneer,Phulka,Veg,1404,1846
26.8,Smoothie Bowl,Orange Juice,Chole with Chapati,Yogurt (low-fat),Bhindi Masala,Millet Roti,Veg,1584,1955
18.8,Ragi Dosa,Buttermilk,Paneer Bhurji with Chapati,Fruit Salad,Mixed Veg Curry,Chapati,Veg,1653,2115
26.2,Multigrain Paratha,Orange Juice,Rajma with Brown Rice,Salad,Grilled Vegetables,Millet Roti,Veg,1919,2307
19.0,Poha,Lassi (low-fat),Vegetable Stir Fry with Brown Rice,Salad,Palak Paneer,Whole Wheat Naan,Veg,1615,1821
22.9,Oats,Papaya,Rajma with Brown Rice,Raita (low-fat),Aloo Gobi,Phulka,Veg,1898,2203
20.7,Poha,Lassi (low-fat),Quinoa Salad,Fruit Salad,Bhindi Masala,Phulka,Veg,1874,2126
25.5,Ragi Dosa,Buttermilk,Palak Paneer with Roti,Cucumber,Kadhi with Brown Rice,Whole Wheat Naan,Veg,1954,2394
24.3,Idli with Sambar,Orange Juice,Paneer Bhurji with Chapati,Cucumber,Vegetable Soup,Roti,Veg,1648,1964
20.0,Vegetable Sandwich,Banana,Vegetable Stir Fry with Brown Rice,Salad,Bhindi Masala,Millet Roti,Veg,1981,2190
27.7,Oats,Green Tea,Rajma with Brown Rice,Salad,Vegetable Soup,Phulka,Veg,1544,1870
27.8,Poha,Green Tea,Paneer Bhurji with Chapati,Cucumber,Vegetable Soup,Quinoa,Veg,1447,1913
28.2,Vegetable Sandwich,Papaya,Rajma with Brown Rice,Salad,Grilled Vegetables,Phulka,Veg,1612,2080
29.5,Smoothie Bowl,Coconut Water,Dal Tadka with Brown Rice,Steamed Vegetables,Grilled Vegetables,Brown Rice,Veg,1885,2289
19.1,Oats,Lassi (low-fat),Paneer Bhurji with Chapati,Cucumber,Kadhi with Brown Rice,Whole Wheat Naan,Veg,1955,2157
23.5,Idli with Sambar,Coconut Water,Dal Tadka with Brown Rice,Yogurt (low-fat),Palak Paneer,Millet Roti,Veg,1979,2418
21.3,Vegetable Sandwich,Green Tea,Dal Tadka with Brown Rice,Sprouts,Vegetable Soup,Chapati,Veg,1511,1957
23.9,Oats,Green Tea,Paneer Bhurji with Chapati,Sprouts,Baingan Bharta,Ragi Dosa,Veg,1719,1987
19.3,Vegetable Sandwich,Coconut Water,Dal Tadka with Brown Rice,Salad,Mixed Veg Curry,Whole Wheat Naan,Veg,1813,2164
23.8,Idli with Sambar,Banana,Paneer Bhurji with Chapati,Sprouts,Kadhi with Brown Rice,Millet Roti,Veg,1673,1882
23.0,Smoothie Bowl,Coconut Water,Quinoa Salad,Yogurt (low-fat),Vegetable Soup,Phulka,Veg,1994,2205
25.7,Vegetable Sandwich,Orange Juice,Paneer Bhurji with Chapati,Fruit Salad,Vegetable Soup,Brown Rice,Veg,1544,1806
22.7,Poha,Apple,Rajma with Brown Rice,Cucumber,Kadhi with Brown Rice,Millet Roti,Veg,1527,1967
22.3,Smoothie Bowl,Buttermilk,Palak Paneer with Roti,Steamed Vegetables,Aloo Gobi,Quinoa,Veg,1450,1746
22.7,Ragi Dosa,Apple,Quinoa Salad,Cucumber,Grilled Vegetables,Whole Wheat Naan,Veg,1436,1783
21.0,Upma,Orange Juice,Quinoa Salad,Cucumber,Baingan Bharta,Phulka,Veg,1978,2335
24.8,Idli with Sambar,Banana,Paneer Bhurji with Chapati,Cucumber,Aloo Gobi,Brown Rice,Veg,1418,1748
21.2,Oats,Apple,Vegetable Stir Fry with Brown Rice,Papad (roasted),Kadhi with Brown Rice,Whole Wheat Naan,Veg,1884,2148
27.4,Smoothie Bowl,Papaya,Quinoa Salad,Salad,Palak Paneer,Roti,Veg,1657,1940
19.8,Smoothie Bowl,Apple,Dal Tadka with Brown Rice,Steamed Vegetables,Vegetable Soup,Whole Wheat Naan,Veg,1929,2383
21.3,Poha,Buttermilk,Vegetable Stir Fry with Brown Rice,Papad (roasted),Bhindi Masala,Roti,Veg,1489,1708
29.1,Upma,Coconut Water,Palak Paneer with Roti,Yogurt (low-fat),Kadhi with Brown Rice,Phulka,Veg,1985,2302
27.1,Poha,Coconut Water,Vegetable Stir Fry with Brown Rice,Yogurt (low-fat),Vegetable Soup,Chapati,Veg,1421,1877
27.9,Idli with Sambar,Apple,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Aloo Gobi,Ragi Dosa,Veg,1991,2258
28.7,Oats,Papaya,Paneer Bhurji with Chapati,Fruit Salad,Bhindi Masala,Roti,Veg,1438,1852
25.8,Multigrain Paratha,Buttermilk,Palak Paneer with Roti,Raita (low-fat),Vegetable Soup,Ragi Dosa,Veg,1731,1956
24.3,Upma,Coconut Water,Rajma with Brown Rice,Sprouts,Palak Paneer,Phulka,Veg,1782,2185
26.0,Upma,Banana,Dal Tadka with Brown Rice,Steamed Vegetables,Baingan Bharta,Roti,Veg,1401,1759
19.0,Ragi Dosa,Apple,Quinoa Salad,Fruit Salad,Baingan Bharta,Whole Wheat Naan,Veg,1651,2099
25.7,Smoothie Bowl,Orange Juice,Rajma with Brown Rice,Cucumber,Palak Paneer,Quinoa,Veg,1847,2182
20.9,Upma,Orange Juice,Chole with Chapati,Cucumber,Vegetable Soup,Ragi Dosa,Veg,1560,2055

